id,first_name,last_name,email,gender,year_level,major,CoreCourses_Sem1,CoreCourses_Sem2,CoreCourses_Summer,Electivesminor_Sem1,Electivesminor_Sem2
620131350,Chan,Comini,Chan.Comini@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",CHEM2402,BIOC1021
620131351,Sammie,Salisbury,Sammie.Salisbury@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3911, ELET3430","MATH3404, MICR2211"
620131352,Gisella,Castano,Gisella.Castano@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3801,"BIOL2312, GEOL2201, ELET2410, MATH2403"
620131353,Cherin,Farrans,Cherin.Farrans@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",MICR1011,"MATH2407, PHYS2296"
620131354,Bibbye,Aggott,Bibbye.Aggott@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,ELET2430,"ELET2210, MATH1151, ELET1405"
620131355,Vassily,Vigne,Vassily.Vigne@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOL1102, PHYS1411, PHYS2300, CHEM2310","GEOG2232, GEOG2131, ELET2410, GEOL1103"
620131356,Rutherford,Geerling,Rutherford.Geerling@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,"MATH2401, CHEM2211, GEOG3331","BIOL2312, PHYS2296"
620131357,Doug,Yakunin,Doug.Yakunin@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"ELET2405, PHYS2300",MATH3424
620131358,Steward,Snashall,Steward.Snashall@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","BIOC3013, MATH3401, GEOG2233, ELET2430","GEOG3132, COMP3162, CHEM3010"
620131359,Myca,Butterick,Myca.Butterick@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,GEOL1101,"CHEM1902, ELET1400, PHYS1422"
620131360,Babbette,Rickard,Babbette.Rickard@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,GEOL1102,"MATH1151, CHEM1902, MATH1152"
620131361,Cash,Shynn,Cash.Shynn@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1141, PHYS1412","MATH1151, MATH1152, ELET1400"
620131362,Christina,Feaveer,Christina.Feaveer@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"MATH2421, MICR1010, BIOC2014, PHYS2351","ELET2210, MATH2403"
620131363,Nellie,Boldock,Nellie.Boldock@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MATH1142, PHYS1411","GEOL1103, BIOC1021"
620131364,Gay,Plitz,Gay.Plitz@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"ELET3430, COMP3652","CHEM2111, GEOG2232, MATH3424, PHYS2200"
620131365,Hurley,Bratton,Hurley.Bratton@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"ELET3430, ELET3211","CHEM2311, PHYS2561, COMP3702, PHYS2200"
620131366,Archibold,Legonidec,Archibold.Legonidec@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MICR1010,ELET1405
620131367,Jess,Sprague,Jess.Sprague@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"GEOG2231, CHEM2402, ELET3405","GEOG2332, ELET2410, PHYS3341"
620131368,Lian,Baffin,Lian.Baffin@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"MATH2401, GEOG2233","GEOG2131, GEOG1232"
620131369,Foster,Holmyard,Foster.Holmyard@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2011, CHEM3110","PHYS3341, BIOL2312, PHYS3565, COMP3192"
620131370,Corrinne,Scheffel,Corrinne.Scheffel@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"COMP3801, CHEM2011",PHYS3565
620131371,Skipp,Finlan,Skipp.Finlan@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, BIOC1021","ELET1405, GEOG1232"
620131372,Gerome,Beebee,Gerome.Beebee@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,ELET2430,PHYS2561
620131373,Doris,Daburn,Doris.Daburn@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"COMP3191, CHEM2310, GEOG2231","BIOL2312, COMP3192, CHEM3010"
620131374,Geordie,Killock,Geordie.Killock@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","COMP3191, GEOG3331, COMP3911, GEOL3002","PHYS3300, GEOG3132, GEOG2232"
620131375,Chrissy,Blincowe,Chrissy.Blincowe@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3191, ELET2430",ELET2410
620131376,Darius,Van de Vlies,Darius.Van de Vlies@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,COMP3191,"COMP2802, PHYS3341, MATH3402, ELET2410"
620131377,Ema,Woltman,Ema.Woltman@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH3405, ELET2430","BIOL2312, CHEM3010, MICR2211"
620131378,Olenolin,Sieb,Olenolin.Sieb@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"COMP3911, CHEM2310, GEOG2231, GEOL3002","COMP2802, CHEM3010, COMP3162"
620131379,Hakeem,Stillgoe,Hakeem.Stillgoe@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,GEOG2233,PHYS3300
620131380,Valaria,Gwilliam,Valaria.Gwilliam@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, GEOL1101, MATH1141",MATH1152
620131381,Miller,Tatnell,Miller.Tatnell@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,GEOG1131,"GEOG1232, PHYS1421, ELET1400"
620131382,Forrester,Wallace,Forrester.Wallace@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1142, GEOL1101","CHEM1902, MATH1152, GEOG1132"
620131383,Allina,Robilliard,Allina.Robilliard@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOG1131, GEOG2131, PHYS2300",GEOG2232
620131384,Gardner,Deppen,Gardner.Deppen@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOL2202, GEOG2231","MATH1152, COMP2802"
620131385,Farra,Bland,Farra.Bland@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",MICR1010,"PHYS2200, GEOL1104, BIOC1020, BIOC1021"
620131386,Gawen,Copcutt,Gawen.Copcutt@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3911, MATH2404, GEOG2331","COMP3410, PHYS3300, BIOC3014, MICR2211"
620131387,Allegra,Rumford,Allegra.Rumford@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,MICR1010,"CHEM2311, ELET2420, MICR2211"
620131388,Danya,Treadgall,Danya.Treadgall@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,ELET3405,"MATH3402, GEOG3132, COMP3192, MATH3403"
620131389,Thorsten,Tern,Thorsten.Tern@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"PHYS1412, MATH1141, GEOG1231",MATH1152
620131390,Iosep,MacTrustrie,Iosep.MacTrustrie@mymona.uwi.edu,Male,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"BIOC2014, GEOG1131, PHYS1412","GEOG2332, BIOC1020"
620131391,Nicoline,Burress,Nicoline.Burress@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2404, MATH3155, COMP3801, COMP3911",PHYS3351
620131392,Clair,Dowears,Clair.Dowears@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","MICR1011, GEOG2231, CHEM2011","MATH2411, MATH1152"
620131393,Obediah,Cuxson,Obediah.Cuxson@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,MATH2404,"BIOC1020, MICR1010, ELET1400"
620131394,Kaiser,Camble,Kaiser.Camble@mymona.uwi.edu,Male,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,MATH2421,"MATH2403, COMP3162"
620131395,Alic,Wyant,Alic.Wyant@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MATH1141, BIOC1021, MATH1142","GEOL1103, GEOG1232"
620131396,Penny,Cram,Penny.Cram@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"COMP3802, BIOC2014","PHYS2561, PHYS3351"
620131397,Viva,Olliar,Viva.Olliar@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","CHEM1901, MICR1011, GEOL1102",MATH1152
620131398,Lois,Roalfe,Lois.Roalfe@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,PHYS1412,"CHEM2110, PHYS2561, MICR1011"
620131399,Sarajane,Slowcock,Sarajane.Slowcock@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"BIOC2014, ELET3211, CHEM2011, CHEM2010","ELET2410, CHEM3010, COMP2802, CHEM3011"
620131400,Ellissa,Shannon,Ellissa.Shannon@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,GEOG2131,"PHYS3341, PHYS3300, MATH2407, CHEM2311"
620131401,Cindee,Cagan,Cindee.Cagan@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","ELET2430, BIOC3013","ELET2210, PHYS2296, GEOG2332, ELET2420"
620131402,Lindsy,Bampkin,Lindsy.Bampkin@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"BIOC1020, BIOC1021","MICR1011, BIOC1021, GEOG1132"
620131403,Chad,Tomasian,Chad.Tomasian@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"COMP3911, MATH2401","CHEM2111, BIOC3011, MATH3403"
620131404,Dotti,Dellenty,Dotti.Dellenty@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","PHYS1412, CHEM1901","GEOL1103, MICR1010"
620131405,Bamby,Crookshank,Bamby.Crookshank@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"CHEM1901, GEOG1231, MICR1010","GEOL1104, BIOC1021, PHYS1421"
620131406,Fredericka,Spurden,Fredericka.Spurden@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,ELET2430,"BIOL2312, COMP2802"
620131407,Milton,O'Conor,Milton.O'Conor@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140",BIOC1020,"PHYS2200, GEOL1103, GEOG1232"
620131408,Siana,Jolliss,Siana.Jolliss@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,CHEM1901,"ELET1405, PHYS2296"
620131409,Julienne,Eads,Julienne.Eads@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"PHYS2300, COMP3652, CHEM3110","GEOL2203, ELET2410, COMP3702, PHYS3351"
620131410,Neall,Treves,Neall.Treves@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","MATH2421, PHYS2351, PHYS2300","ELET2210, MATH2403"
620131411,Stacee,La Rosa,Stacee.La Rosa@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201","GEOG2233, PHYS2300, ELET2405, GEOG2131","BIOC1021, BIOL2312, GEOL1104"
620131412,Emmye,Tease,Emmye.Tease@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,ELET2430,"COMP3410, GEOG2131, MATH2411, GEOG3132"
620131413,Cully,Blofeld,Cully.Blofeld@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,PHYS1411,"MATH1152, GEOL1104"
620131414,Leigha,Terlinden,Leigha.Terlinden@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,MATH2401,"BIOC1020, PHYS1422, GEOL2203"
620131415,Cyrille,Wasselin,Cyrille.Wasselin@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","GEOG2233, CHEM2010","BIOC3011, PHYS3351"
620131416,Yorke,Dougliss,Yorke.Dougliss@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",ELET2405,"COMP3410, MATH3404"
620131417,Allister,Cawker,Allister.Cawker@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MICR1011, MATH1141, GEOG1231",MATH1151
620131418,Kenyon,Paladini,Kenyon.Paladini@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","MICR1011, GEOL1101","MICR1010, GEOL1104, ELET1405"
620131419,Aeriela,Boyat,Aeriela.Boyat@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",MICR1011,"CHEM1902, BIOC1020"
620131420,Tommy,Mathen,Tommy.Mathen@mymona.uwi.edu,Female,2,SWEN,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211",,"CHEM2210, PHYS2386","BIOC1020, ELET1405, MICR1010"
620131421,Faustina,Buckel,Faustina.Buckel@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"GEOG1131, MICR1010","MATH1151, MATH1152, PHYS1421"
620131422,Grete,Huot,Grete.Huot@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,ELET2430,PHYS2296
620131423,Caddric,Carthew,Caddric.Carthew@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"CHEM2210, MATH3405",COMP3702
620131424,Marco,MacTavish,Marco.MacTavish@mymona.uwi.edu,Male,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"GEOG1131, PHYS1412","MICR1010, BIOC1021, GEOL1104"
620131425,Witty,Yarnell,Witty.Yarnell@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",MICR1011,BIOC1021
620131426,Thia,Turnock,Thia.Turnock@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",,"ELET3211, GEOG2331","PHYS3351, PHYS3565"
620131427,Marion,Mathwin,Marion.Mathwin@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"MATH1142, PHYS1411","MICR1010, PHYS1421"
620131428,Curry,Polland,Curry.Polland@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",BIOC1021,"MATH1152, GEOL1104, MICR1010"
620131429,Christyna,Cesco,Christyna.Cesco@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,GEOL1102,"PHYS1421, ELET1400, GEOL1104"
620131430,Shanta,Longcake,Shanta.Longcake@mymona.uwi.edu,Female,1,COMP,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, GEOL1101",MATH1152
620131431,Town,Dudden,Town.Dudden@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"BIOC1020, MATH1142, GEOL1102","PHYS1422, MATH1152"
620131432,Sanford,Griniov,Sanford.Griniov@mymona.uwi.edu,Male,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340","COMP2171,COMP2190,COMP2211,COMP2340,COMP2140,COMP2201",GEOG2331,"PHYS1421, GEOL1103, CHEM1902, MATH2407"
620131433,Nomi,Vibert,Nomi.Vibert@mymona.uwi.edu,Female,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"GEOL2202, COMP3911","COMP3410, BIOC3011, MATH2407"
620131434,Decca,Matyugin,Decca.Matyugin@mymona.uwi.edu,Male,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",GEOL1101,"PHYS1422, ELET1400, MATH1151"
620131435,Harper,Hinsch,Harper.Hinsch@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"CHEM2211, COMP3911","MATH3402, MATH2411, GEOG2232, MICR2211"
620131436,Dimitry,Cleeve,Dimitry.Cleeve@mymona.uwi.edu,Male,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","GEOG1131, GEOG2231",CHEM1902
620131437,Jerad,Roddick,Jerad.Roddick@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",,"GEOL1101, MATH1141, CHEM1901","ELET1400, MICR1010, GEOL1104"
620131438,Ailina,Romagnosi,Ailina.Romagnosi@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"CHEM2011, GEOG2331",PHYS1422
620131439,Gussi,Moresby,Gussi.Moresby@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340",,"PHYS2351, CHEM2211, GEOG2331","GEOG2131, PHYS1422, CHEM2110, ELET2210"
620131440,Jordan,Blancowe,Jordan.Blancowe@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",COMP3901,"MATH3405, ELET3430, CHEM3110","PHYS3300, CHEM2110"
620131441,Ben,Gumbrell,Ben.Gumbrell@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","MICR1010, GEOG1131, GEOG1231",CHEM1902
620131442,Audrey,Butting,Audrey.Butting@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,PHYS1412,"ELET2420, CHEM2111, ELET2210"
620131443,Raychel,Smelley,Raychel.Smelley@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH2421, BIOC3013, BIOC2014","PHYS3565, PHYS2296, BIOL2312"
620131444,Abdul,Chestle,Abdul.Chestle@mymona.uwi.edu,Male,3,INFO,"INFO3105,INFO3170,INFO3180","COMP3161,COMP3901,INFO3110,INFO3155",,"CHEM2211, GEOL3002, CHEM2010","MICR2211, CHEM2311, MATH3402, GEOL2201"
620131445,Lari,Paolucci,Lari.Paolucci@mymona.uwi.edu,Female,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","PHYS1411, CHEM1901",MICR1010
620131446,Tudor,Macey,Tudor.Macey@mymona.uwi.edu,Male,1,SWEN,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1220,COMP1126,COMP1127,COMP1161",GEOL1101,"PHYS1421, BIOC1021"
620131447,Gizela,Clemett,Gizela.Clemett@mymona.uwi.edu,Female,2,INFO,"INFO2110,COMP2140","INFO2100,INFO2180,COMP2190,COMP2340","INFO2100,INFO2180,COMP2190,COMP2340,INFO2110,COMP2140","BIOC1020, PHYS1412","ELET1400, CHEM2111, PHYS2561"
620131448,Gabi,Fever,Gabi.Fever@mymona.uwi.edu,Female,1,INFO,"COMP1210,COMP1220,COMP1126,COMP1127,COMP1161","COMP1210,COMP1126,COMP1127,COMP1161",,"MATH1141, BIOC1020, MATH1142","MATH1151, GEOG1132, MATH1152"
620131449,Lucinda,Gherardelli,Lucinda.Gherardelli@mymona.uwi.edu,Female,2,COMP,"COMP2140,COMP2201","COMP2171,COMP2190,COMP2211,COMP2340",,MATH2404,"CHEM2111, CHEM2110, ELET2210"
620131450,Spence,Edworthy,Spence.Edworthy@mymona.uwi.edu,Male,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","MATH3405, CHEM2310, GEOL2202","MATH3404, COMP3702, ELET2210, ELET2420"
620131451,Rheba,Kitching,Rheba.Kitching@mymona.uwi.edu,Female,3,COMP,"COMP3101,COMP3220","COMP3161,COMP3901",COMP3901,MATH3405,"MATH2403, BIOL2312"
620131452,Sascha,McAlarney,Sascha.McAlarney@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920","PHYS2300, CHEM2402","ELET2420, MATH2411, PHYS3351"
620131453,Coralyn,Greenhough,Coralyn.Greenhough@mymona.uwi.edu,Female,3,SWEN,"SWEN3101,SWEN3145,SWEN3920","SWEN3101,SWEN3145,SWEN3920",,"MATH2404, ELET3211, CHEM2402","PHYS3341, MATH3403, BIOC3014, PHYS3351"
